#: :filename=/home/mvazquezg/.rbbt/tmp/9789965#:type=:double
#MCLP TSV names	Protein	Genes	Status	Origin	Source	Catalog Number	Previously annotated	Modification	Correlation	Comment
CABL	c-Abl	ABL	Validated as ELISA	Rabbit	CST	2862		
CABL_pT735								pT735	-1		"" - http://www.abcam.com/c-abl-phospho-t754-t735-antibody-ab138358.html
CASEINKINASE								
CASEINKINASEIALPHA								
CASK								
CASPASE3	Caspase-3	CASP3	Use with Caution	Rabbit	Abcam	ab32042		
CASPASE3CLEAVED	CASPASE3CLEAVED	CASP3	Use with Caution	Rabbit	Abcam	ab32042			1
CASPASE7CLEAVEDD198	Caspase-7_cleavedD198	CASP7	Use with Caution	Rabbit	CST	9491			1
CASPASE8	Caspase-8	CASP8	**Used for QC**	Mouse	CST	9746		
CASPASE9	Caspase-9	CASP9	Use with Caution	Rabbit	CST	9501		
CASPASE9CLEAVED	Caspase-9-cleaved	CASP9	Use with Caution	Rabbit	CST	9501			1
CAVEOLIN1	Caveolin-1	CAV1	Validated as ELISA	Rabbit	CST	3238	0	
CAVEOLIN2								
CD11								
CD19								
CD20	CD20	MS4A1	Use with Caution	Rabbit	Epitomics	1632		
CD26	CD26	CD26	Validated as ELISA	Rabbit	Abcam	ab28340		
CD29	CD29	ITGB1	Validated as ELISA	Mouse	BD Biosciences	610467		
CD31	CD31	PECAM1	Validated as ELISA	Mouse	Dako	M0823	0	
CD38								
CD44	CD44	CD44	Use with Caution	Mouse	CST	3570		
CD49B	CD49b	ITGA2	Validated as ELISA	Mouse	BD Biosciences	611016	0	
CD55								
CDK1	CDK1	CDK1	Use with Caution	Rabbit	Abcam	ab32384	0	
CDK1_pY15	CDK1_pY15	CDK1	Use with Caution	Rabbit	CST	4539		pY15	-1		https://www.cellsignal.com/products/primary-antibodies/phospho-cdc2-tyr15-10a11-rabbit-mab/4539	"The entry of eukaryotic cells into mitosis is regulated by cdc2 kinase activation|a process controlled at several steps including cyclin binding and phosphorylation of cdc2 at Thr161 (1). However|the critical regulatory step in activating cdc2 during progression into mitosis appears to be dephosphorylation of cdc2 at Thr14 and Tyr15 (2). Phosphorylation at Thr14 and Tyr15|resulting in inhibition of cdc2|can be carried out by Wee1 and Myt1 protein kinases (3|4). The cdc25 phosphatase may be responsible for removal of phosphates at Thr14 and Tyr15 and subsequent activation of cdc2 (1|5)." - https://www.cellsignal.com/products/primary-antibodies/phospho-cdc2-tyr15-10a11-rabbit-mab/4539
CDK4	CDK4	CDK4	Use with Caution	N/A	in-house	N/A		
CHK1	Chk1	CHEK1	Use with Caution	Mouse	CST	2360	0	
CHK1_pS296	Chk1_pS296	CHEK1	Validated as ELISA	Rabbit	Abcam	ab79758		pS296	1		http://www.abcam.com/chk1-phospho-s296-antibody-epr915-ab79758.html	"Chk1 kinase acts downstream of ATM/ATR kinase and plays an important role in DNA damage checkpoint control|embryonic development|and tumor suppression (1). Activation of Chk1 involves phosphorylation at Ser317 and Ser345 by ATM/ATR|followed by autophosphorylation of Ser296. " - https://www.cellsignal.com/products/primary-antibodies/phospho-chk1-ser296-antibody/2349
CHK1_pS345	Chk1_pS345	CHEK1	Use with Caution	Rabbit	CST	2348	1	pS345	1			"Chk1 kinase acts downstream of ATM/ATR kinase and plays an important role in DNA damage checkpoint control|embryonic development|and tumor suppression (1). Activation of Chk1 involves phosphorylation at Ser317 and Ser345 by ATM/ATR|followed by autophosphorylation of Ser296. " - https://www.cellsignal.com/products/primary-antibodies/phospho-chk1-ser296-antibody/2349
CHK2	Chk2	CHEK2	Validated as ELISA	Mouse	CST	3440	0	
CHK2_pT68	Chk2_pT68	CHEK2	Use with Caution	Rabbit	CST	2197	1	pT68	1		https://www.cellsignal.com/products/primary-antibodies/phospho-chk2-thr68-c13c1-rabbit-mab/2197	"Chk2 is the mammalian orthologue of the budding yeast Rad53 and fission yeast Cds1 checkpoint kinases (1-3). The amino-terminal domain of Chk2 contains a series of seven serine or threonine residues (Ser19|Thr26|Ser28|Ser33|Ser35|Ser50|and Thr68) each followed by glutamine (SQ or TQ motif). These are known to be preferred sites for phosphorylation by ATM/ATR kinases (4|5). After DNA damage by ionizing radiation (IR)|UV irradiation|or hydroxyurea treatment|Thr68 and other sites in this region become phosphorylated by ATM/ATR (5-7). The SQ/TQ cluster domain|therefore|seems to have a regulatory function. Phosphorylation at Thr68 is a prerequisite for the subsequent activation step|which is attributable to autophosphorylation of Chk2 at residues Thr383 and Thr387 in the activation loop of the kinase domain" - https://www.cellsignal.com/products/primary-antibodies/phospho-chk2-thr68-c13c1-rabbit-mab/2197
CHROMOGRANINANTERM	CHROMOGRANINANTERM	CHGA	Use with Caution	Rabbit	Epitomics	2349-1		
CIAP	cIAP	BIRC2	Use with Caution	Rabbit	Millipore	07-759		
CJUN	CJUN	JUN	Use with Caution	Rabbit	CST	9165		
CJUN_pS73	c-Jun_pS73	JUN	Validated as ELISA	Rabbit	CST	9164	1	pS73	1
CK5	CK5	KRT5	Use with Caution	N/A	Milipore	MAB1620		
CKIT	c-Kit	KIT	Validated as ELISA	Rabbit	Abcam	ab32363	0	
CKIT_pY703								pY703	1			"Phosphorylation at tyrosine 703 of c-Kit allows binding of Grb2 and activation of the Ras Raf ERK1&2 signaling pathway." - https://www.exalpha.com/products/detail/X2019P
CLAUDIN7	Claudin-7	CLDN7	Validated as ELISA	Rabbit	Novus Biologicals	NB100-91714	0	
CLIP115								
CMET	c-Met	MET	**Used for QC**	Mouse	CST	3127		
CMET_pY1235	c-Met_pY1235	MET	Validated as ELISA	Rabbit	CST	3129		pY1235
CMYC	c-Myc	MYC	Use with Caution	Rabbit	Santa Cruz	sc-764	0		1
CMYC_pT58	CMYC_pT58	MYC	Use with Caution	Rabbit	CST	9401		pT58			DISCONTINUED https://www.cellsignal.com/product/productDetail.jsp?productId=9401
CMYC_pT58S62	CMYC_pT58S62	MYC	Use with Caution	Rabbit	CST	9401		pT58S62
CO86								
COFILIN								
COFILIN_pS3	COFILIN_pS3	CFL1	Use with Caution	Rabbit	CST	3313		pS3
COG3	COG3	COG3	Validated as ELISA	Rabbit	ProteinTech	11130-1-AP		
COLLAGENVI	Collagen-VI	COL6A1	Validated as ELISA	Rabbit	Santa Cruz	sc-20649		
COMPLEXIISUBUNIT	Complex-II-Subunit	SDHB	Validated as ELISA	Mouse	Invitrogen	459230		
COMT	COMT	COMT	Use with Caution	Rabbit	Novus	16710002		
CONNEXIN43	Connexin-43	CNST43	Use with Caution	Rabbit	CST	3512		
COUPTFII	Coup-TFII	NR2F2	Use with Caution	Rabbit	CST	6434		
COX2	Cox2	PTGS2	Use with Caution	Rabbit	CST	4842		
COXIV	Cox-IV	PTGS3	Validated as ELISA	Rabbit	CST	4850		
CRAF	C-Raf	RAF1	Use with Caution	Rabbit	Millipore	04-739	0	
CRAF_pS338	C-Raf_pS338	RAF1	Validated as ELISA	Rabbit	CST	9427	1	pS338	1
CREB	CREB	CREB1	Use with Caution	Rabbit	CST	9197		
CREL								
CRM1	CRM1	XPO1	Use with Caution	Rabbit	Santa Cruz	sc-5595		
CTLA4	CTLA4	CTLA4	Use with Caution	Mouse	Sigma	SAB1403712		
CULLIN2								
CXCR4	CXCR4	CXCR4	Use with Caution	Rabbit	Abcam	ab2074		
CYCLINA	CYCLINA	CCNA1	Use with Caution	Mouse/Rabbit	Santa Cruz	sc-239 or sc-751		
CYCLINB1	Cyclin-B1	CCNB1	Validated as ELISA	Rabbit	Epitomics	1495-1		
CYCLIND1	Cyclin-D1	CCND1	Validated as ELISA	Rabbit	Santa Cruz	sc-718		
CYCLINE1	Cyclin-E1	CCNE1	Validated as ELISA	Mouse	Santa Cruz	sc-247		
CYCLINE2	Cyclin_E2	CCNE2	Use with Caution	Rabbit	Epitomics	1142		
CYCLINE4								
CYCLOPHILINF	Cyclophilin-F	PPIF	Validated as ELISA	Mouse	Abcam	ab110324		
CYTOKERATIN17	CYTOKERATIN17	KRT17	Use with Caution	Rabbit	Epitomics	1960		
CYTOKERATIN18								
CYTOKERATIN19	Cytokeratin-19	KRT19	Use with Caution	Mouse	Dako	M0888		
CYTOKERATIN8								
DETYROSINATEDALPHATUBULIN	DETYROSINATEDALPHATUBULIN	TUBA1A	Use with Caution	Rabbit	Abcam	ab48389		
DIRAS3	DIRAS3	DIRAS3	Use with Caution	Mouse	Dr. Bast Lab	Customer made		
DJ1	DJ1	PARK7	Validated as ELISA	Rabbit	Abcam	ab76008		
DMHISTONEH3	DM-Histone-H3	HISTH3	Validated as ELISA	Rabbit	Millipore	07-030		
DMK9HISTONEH3	DM-K9-Histone-H3	H3K9ME2	Use with Caution	Rabbit	Abcam	ab32521		
DNATOPOISOMERASE2ALPHA								
DNATOPOISOMERASE2BETA								
DNMT1								
DNMT3A								
DUSP4	DUSP4	DUSP4	Validated as ELISA	Rabbit	CST	5149		
DVL3	Dvl3	DVL3	Validated as ELISA	Rabbit	CST	3218	0	
E2F1	E2F1	E2F1	Validated as ELISA	Mouse	Santa Cruz	sc-251		
ECADHERIN	E-Cadherin	CDH1	Validated as ELISA	Rabbit	CST	3195	0	
EEF2								
EEF2K	eEF2	EEF2	Use with Caution	Rabbit	CST	2332	0	
EGFR	eEF2K	EEF2K	Validated as ELISA	Rabbit	CST	3692	0	
EGFR_pY1068	EGFR	EGFR	Validated as ELISA	Rabbit	CST	2232	0	pY1068
EGFR_pY1173	EGFR_pY1068	EGFR	Use with Caution (also sees pHer2)	Rabbit	CST	2234	1	pY1173	1
EGFR_pY992	EGFR_pY1173	EGFR	Validated as ELISA	Rabbit	Abcam	ab32578	1	pY992	1
EGR1								
EGR2								
EIF2A_pS51	EIF2A_pS51	EIF2A	Use with Caution	Rabbit	CST	9721		pS51	-1	https://www.cellsignal.com/products/primary-antibodies/phospho-eif2a-ser51-antibody/9721	"Phosphorylation of the eukaryotic initiation factor 2 (eIF2) α subunit is a well-documented mechanism to downregulate protein synthesis under a variety of stress conditions" - https://www.cellsignal.com/products/primary-antibodies/phospho-eif2a-ser51-antibody/9721
EIF4E	eIF4E	EIF4E	Validated as ELISA	Rabbit	CST	9742	0	
EIF4G	eIF4G	EIF4G1	Use with Caution	Rabbit	CST	2498	0	
EIF4G1_pS1108								pS1108		?
EIG121	EIG121	KIAA1324	Use with Caution	Unknown	SDI	Unknown		
ELK1_pS383	Elk1_pS383	ELK1	Use with Caution	Rabbit	CST	9181		pS383
ENOS_pS1177								pS1177
ENY2	ENY2	ENY2	Use with Caution	Mouse	GeneTex	GTX629542		
EPHA2_pT594	EPHA2_pT594	EPHA2	Use with Caution	Rabbit	Cell Applications	CB 4368		pT594
EPPK1	EPPK1	EPPK1	Use with Caution	Mouse	Biosciences	556347		
ER	ER	ESR1	Validated as ELISA	Rabbit	Lab Vision	RM-9101		
ERALPHA	ER-alpha	ESR1	Validated as ELISA	Rabbit	Lab Vision	RM-9101-S	0	
ERALPHA_pS118	ER-alpha_pS118	ESR1	Validated as ELISA	Rabbit	Epitomics	1091-1		pS118
ERCC1	ERCC1	ERCC1	Validated as ELISA	Mouse	Santa Cruz	sc-17809		
ERCC5	ERCC5	ERCC5	Use with Caution	Rabbit	ProteinTech	11331-1-AP		
ERG123								
ERK2	ERK2	MAPK1	Use with Caution	Rabbit	Santa Cruz	sc-154		
ER_pS167	ER_pS167	ESR1	Use with Caution	Rabbit	CST	2514		pS167
ETS1	Ets-1	ETS1	Validated as ELISA	Rabbit	Bethyl	A303-501A	0	
ETV6								
EZH2	EZH2	EZH2	Use with Caution	Rabbit	CST	4905		
EZRIN_pY353								pY353
FAK	FAK	PTK2	Use with Caution	Rabbit	Abcam	ab40794		
FAK_pY397	FAK_pY397	PTK2	Validated as ELISA	Rabbit	CST	3283		pY397
FAK_pY925								pY925
FAS								
FASN	FASN	FASN	Validated as ELISA	Rabbit	CST	3180	0	
FIBRONECTIN	Fibronectin	FN1	Validated as ELISA	Rabbit	Epitomics	1574-1	0	
FLT3FLK2	FLT3FLK2	FLT3	Use with Caution	Rabbit	Santa Cruz	sc-480		
FOXM1	FoxM1	FOXM1	Validated as ELISA	Rabbit	CST	5436	0	
FOXO3A	FoxO3a	FOXO3	Use with Caution	Rabbit	CST	2497	0	
FOXO3A_pS318S321	FoxO3a_pS318_S321	FOXO3	Use with Caution	Rabbit	CST	9465	-1	pS318S321	-1
FRA1	FRA-1	FRA1	Use with Caution	Rabbit	Santa Cruz	sc-605		
G6PD	G6PD	G6PD	Validated as ELISA	Rabbit	CST	8866	0	
GAB2	Gab2	GAB2	Validated as ELISA	Rabbit	CST	3239	0	
GAB2_pY452								pY452
GAPDH	GAPDH	GAPDH	Use with Caution	Mouse	Life Technologies	AM4300	0	
GATA2	GATA2	GATA2	Use with Caution	Mouse	Sigma	WH000262M1		
GATA3	GATA3	GATA3	Validated as ELISA	Mouse	BD Biosciences	558686	0	
GATA6	GATA6	GATA6	Use with Caution	Rabbit	CST	4253		
GCN5L2	GCN5L2	KAT2A	Validated as ELISA	Rabbit	CST	3305		
GLUTAMINASE	Glutaminase	GLS	Use with Caution	Rabbit	Abcam	ab156876		
GPBB	GPBB	PYGB	Validated as ELISA	Rabbit	Novus Biologicals	NBP1-32799		
GPR82								
GSK3ALPHABETA	GSK3-alpha-beta	GSK3A|GSK3B	Validated as ELISA	Mouse	Santa Cruz	SC-7291	0	
GSK3ALPHABETA_pS21S9	GSK3-alpha-beta_pS21_S9	GSK3A|GSK3B	Validated as ELISA	Rabbit	CST	9331		pS21S9	-1
GSK3_pS9	GSK3_pS9	GSK3A|GSK3B	Validated as ELISA	Rabbit	CST	9336		pS9	-1
GYS	Gys	GYS1	Validated as ELISA	Rabbit	CST	3886		
GYS_pS641	Gys_pS641	GYS1	Validated as ELISA	Rabbit	CST	3891		pS641
H2AX_pS139	H2AX_pS139	H2AX	Validated as ELISA	Rabbit	Pierce Biotechnology	LF-PA0025		pS139
H2AX_pS140	H2AX_pS140	H2AX	Use with Caution	Mouse	Pierce Biotechnology	MA1-2022		pS140
HER2	HER2	ERBB2	Validated as ELISA	Mouse	Lab Vision	MS-325-P1	0	
HER2_pY1248	HER2_pY1248	ERBB2	Use with Caution (likely sees pEGFR)	Rabbit	R&D Systems	AF1768	1	pY1248	1
HER3	HER3	ERBB3	Validated as ELISA	Rabbit	Santa Cruz	sc-285	0	
HER3_pY1289	HER3_pY1289	ERBB3	Use with Caution	Rabbit	CST	4791	1	pY1289	1
HEREGULIN	Heregulin	NRG1	Validated as ELISA	Rabbit	CST	2573	0	
HEXOKINASEII	Hexokinase-II	HK2	Validated as ELISA	Rabbit	CST	2867		
HIAP	HIAP	BIRC2	Use with Caution	Rabbit	Millipore	07-759		
HIF1ALPHA	Hif-1-alpha	HIF1A	Use with Caution	Mouse	BD Biosciences	610958		
HISTONEH2AX_pS139								pS139
HISTONEH3	Histone-H3	H3F3A|H3F3B	Validated as ELISA	Rabbit	Abcam	ab1791		
HISTONEH3_pS10								pS10
HLAE	HLAE	HLA-E	Use with Caution	Mouse	Santa Cruz	sc-51624		
HSP27	HSP27	HSP27	Use with Caution	Mouse	CST	2402		
HSP27_pS82	HSP27_pS82	HSBP1	Validated as ELISA	Rabbit	CST	2401		pS82
HSP70	HSP70	HSP70	Use with Caution	Rabbit	CST	4872	0	
HYDIN	HYDIN	HYDIN	Use with Caution	Rabbit	Abcam	ab185083		
ID2								
ID3								
IGF1R_pY1135Y1136	IGF1R_pY1135_Y1136	IGF1R	Validated as ELISA	Rabbit	CST	3024		pY1135Y1136	1	https://www.cellsignal.com/products/primary-antibodies/phospho-igf-i-receptor-b-tyr1135-1136-insulin-receptor-b-tyr1150-1151-19h7-rabbit-mab/3024	"Three tyrosine residues within the kinase domain (Tyr1131|Tyr1135|and Tyr1136) are the earliest major autophosphorylation sites (4). Phosphorylation of these three tyrosine residues is necessary for kinase activation (5|6)." - https://www.cellsignal.com/products/primary-antibodies/phospho-igf-i-receptor-b-tyr1135-1136-insulin-receptor-b-tyr1150-1151-19h7-rabbit-mab/3024
IGFBP2	IGFBP2	IGFBP2	Validated as ELISA	Rabbit	CST	3922	0	
IGFBP5	IGFBP5	IGFBP5	Use with Caution	Goat	Santa Cruz	sc-6006		
IGFRB	IGFRb	INSR	Use with Caution	Rabbit	CST	3027		
INPP4B	INPP4b	INPP4B	Validated as ELISA	Rabbit	CST	4039	0	
IRF1	IRF-1	IRF1	Use with Caution	Rabbit	Santa Cruz	sc-497		
IRF4								
IRS1	IRS1	IRS1	Validated as ELISA	Rabbit	Millipore	06-248	0	
IRS1_pS307	IRS1_pS307	IRS1	Use with Caution	Rabbit	Millipore	07-247		pS307			http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0059725
JAB1	JAB1	COPS5	Use with Caution	Mouse	Santa Cruz	sc-13157	0	
JAGGED1	Jagged1	JAG1	Validated as ELISA	Rabbit	Abcam	ab109536		
JAK1								
JAK2	Jak2	JAK2	Validated as ELISA	Rabbit	CST	3230		
JNK2	JNK2	MAPK9	Use with Caution	Rabbit	CST	4672	0	
JNK_pT183PY185	JNK_pT183_pY185	MAPK8	Validated as ELISA	Rabbit	CST	4668		pT183PY185	1	https://www.cellsignal.com/products/primary-antibodies/phospho-sapk-jnk-thr183-tyr185-81e11-rabbit-mab/4668	"Multiple sequence alignment of the human|mouse and chicken JNK2 proteins by ClustalW showed that Thr183 and Tyr185 residues|that are responsible for the JNK activation in human|are identical for all three orthologs." - http://www.reactome.org/content/detail/R-GGA-438005
JUNB								
KEAP1	KEAP1	KEAP1	Use with Caution	Rabbit	CST	4617		
KI67								
KRAS	KRAS	KRAS	Use with Caution	Rabbit	Epitomics	1819		
KU80	Ku80	XRCC5	Use with Caution	Rabbit	CST	2180		
LAT								
LAT_pY191								pY191
LCK	Lck	LCK	Validated as ELISA	Rabbit	CST	2752	0	
LCN2A	LCN2A	LCN2	Use with Caution	Goat	R & D	AF1757		
LDHA	LDHA	LDHA	Use with Caution	Rabbit	CST	3582		
LKB1	LKB1	STK11	Use with Caution	Mouse	Abcam	ab15095		
LKB1_pS428								pS428	1		"Recent evidence suggests that phosphorylation at Ser428 by PKCζ influences the ability of LKB1 to bind and phosphorylate AMPK at Thr172 (8) as well as regulate apoptosis through PTEN signaling pathway suppression of Akt (9)." - https://www.cellsignal.com/products/primary-antibodies/phospho-lkb1-ser428-c67a3-rabbit-mab/3482
MACC1	MACC1	MACC1	Use with Caution	N/A	in-house	N/A		
MAPK_pT202Y204	MAPK_pT202_Y204	MAPK1|MAPK3	Validated as ELISA	Rabbit	CST	4377	1	pT202Y204	1
MCL1	Mcl-1	MCL1	Validated as ELISA	Rabbit	CST	5453		
MDM2	MDM2	MDM2	Use with Caution	Rabbit	Abcam	ab38618		
